archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	0	0	0	n/a
security	security	1	0	0	0	n/a
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	2	1	0	0.500000
edge-cases	correctness	1	0	0	0	n/a
testing	risk-integration	1	2	1	0	0.500000
testing	risk-integration	1	2	1	0	0.500000
dyn-bash32	correctness	1	0	0	0	n/a
dyn-bash32-codex	correctness	1	0	0	0	n/a
dyn-step5-runtime	risk-integration	1	1	1	0	1.000000
dyn-step5-runtime-codex	risk-integration	1	0	0	0	n/a
dyn-make-harness	risk-integration	1	1	1	0	1.000000
dyn-make-harness-codex	risk-integration	1	0	0	0	n/a
dyn-quiet-contract	architecture	1	2	1	0	0.500000
dyn-quiet-contract-codex	architecture	1	0	0	0	n/a
