archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	3	3	0	1.000000
edge-cases	correctness	1	6	5	1	0.833333
edge-cases	correctness	1	5	5	0	1.000000
testing	risk-integration	1	5	1	0	0.200000
testing	risk-integration	1	3	3	0	1.000000
dyn-oos-reconciler	correctness	1	6	6	0	1.000000
dyn-oos-reconciler-codex	correctness	1	0	0	0	n/a
dyn-gh-fate-fetch	risk-integration	1	4	3	1	0.750000
dyn-gh-fate-fetch-codex	risk-integration	1	0	0	0	n/a
dyn-scoring-contract-docs	architecture	1	4	2	0	0.500000
dyn-scoring-contract-docs-codex	architecture	1	0	0	0	n/a
