archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	1	0	1	0.000000
security	security	1	1	1	0	1.000000
correctness	correctness	1	7	4	1	0.571429
correctness	correctness	1	5	4	0	0.800000
edge-cases	correctness	1	4	2	1	0.500000
edge-cases	correctness	1	4	2	0	0.500000
testing	risk-integration	1	10	4	4	0.400000
testing	risk-integration	1	2	2	0	1.000000
dyn-contract-parity	correctness	1	3	3	0	1.000000
dyn-contract-parity-codex	correctness	1	0	0	0	n/a
dyn-migration-lint-logic	correctness	1	2	0	0	0.000000
dyn-migration-lint-logic-codex	correctness	1	0	0	0	n/a
dyn-module-boundaries	architecture	1	3	0	0	0.000000
dyn-module-boundaries-codex	architecture	1	0	0	0	n/a
