archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	4	0	3	0.000000
correctness	correctness	1	3	1	2	0.333333
edge-cases	correctness	1	2	0	2	0.000000
edge-cases	correctness	1	2	0	2	0.000000
testing	risk-integration	1	1	0	0	0.000000
testing	risk-integration	1	2	0	1	0.000000
dyn-dyn-manifest-wire	risk-integration	1	0	0	0	n/a
dyn-dyn-manifest-wire-codex	risk-integration	1	0	0	0	n/a
dyn-dyn-finding-parser	correctness	1	0	0	0	n/a
dyn-dyn-finding-parser-codex	correctness	1	0	0	0	n/a
