plan-arch	cursor-plan-arch	cursor	<TMPDIR>/cursor-plan-arch-output.txt	ok
plan-arch	codex-plan-arch	codex	<TMPDIR>/codex-primary-plan-arch-output.txt	ok
plan-edge	codex-plan-edge	codex	<TMPDIR>/codex-primary-plan-edge-output.txt	ok
plan-innovation	cursor-plan-innovation	cursor	<TMPDIR>/cursor-plan-innovation-output.txt	ok
plan-innovation	codex-plan-innovation	codex	<TMPDIR>/codex-primary-plan-innovation-output.txt	ok
plan-pragmatic	codex-plan-pragmatic	codex	<TMPDIR>/codex-primary-plan-pragmatic-output.txt	ok
plan-requirements	cursor-plan-requirements	cursor	<TMPDIR>/cursor-plan-requirements-output.txt	ok
plan-requirements	codex-plan-requirements	codex	<TMPDIR>/codex-primary-plan-requirements-output.txt	ok
plan-dyn-fixture-enumeration	dyn-codex-plan-fixture-enumeration	codex	<TMPDIR>/codex-primary-plan-dyn-fixture-enumeration-output.txt	ok
plan-dyn-regex-vs-evidence	dyn-codex-plan-regex-vs-evidence	codex	<TMPDIR>/codex-primary-plan-dyn-regex-vs-evidence-output.txt	ok
plan-edge	cursor-plan-edge	codex	<TMPDIR>/cursor-plan-edge-output.txt	reused	codex-plan-edge
plan-pragmatic	cursor-plan-pragmatic	codex	<TMPDIR>/cursor-plan-pragmatic-output.txt	reused	codex-plan-pragmatic
plan-dyn-fixture-enumeration	dyn-cursor-plan-fixture-enumeration	codex	<TMPDIR>/cursor-plan-dyn-fixture-enumeration-output.txt	reused	dyn-codex-plan-fixture-enumeration
plan-dyn-regex-vs-evidence	dyn-cursor-plan-regex-vs-evidence	codex	<TMPDIR>/cursor-plan-dyn-regex-vs-evidence-output.txt	reused	dyn-codex-plan-regex-vs-evidence
