archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	6	5	0	0.833333
edge-cases	correctness	1	6	4	1	0.666667
edge-cases	correctness	1	5	5	0	1.000000
testing	risk-integration	1	6	5	0	0.833333
testing	risk-integration	1	4	4	0	1.000000
dyn-research-parity	correctness	1	7	7	0	1.000000
dyn-research-parity-codex	correctness	1	0	0	0	n/a
dyn-callsite-cutover	risk-integration	1	3	3	0	1.000000
dyn-callsite-cutover-codex	risk-integration	1	0	0	0	n/a
dyn-test-replacement	code-quality	1	3	3	0	1.000000
dyn-test-replacement-codex	code-quality	1	0	0	0	n/a
