archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	1	1	0	1.000000
correctness	correctness	1	5	3	0	0.600000
testing	risk-integration	1	4	3	0	0.750000
security	security	1	3	1	0	0.333333
edge-cases	correctness	1	6	5	0	0.833333
plan-fidelity	architecture	1	0	0	0	n/a
dyn-cursor-ordering	correctness	1	3	3	0	1.000000
dyn-background-monitor-pair	risk-integration	1	2	2	0	1.000000
dyn-tally-distribution	correctness	1	1	1	0	1.000000
dyn-skill-gate-coverage	architecture	1	4	4	0	1.000000
