archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	3	1	1	0.333333
security	security	1	1	0	0	0.000000
correctness	correctness	1	3	1	1	0.333333
correctness	correctness	1	2	1	1	0.500000
edge-cases	correctness	1	1	0	0	0.000000
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	3	1	2	0.333333
testing	risk-integration	1	1	1	0	1.000000
dyn-code-robustness	code-quality	1	4	1	3	0.250000
dyn-code-robustness-codex	code-quality	1	0	0	0	n/a
