archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	5	4	1	0.800000
correctness	correctness	1	5	5	0	1.000000
edge-cases	correctness	1	4	3	0	0.750000
edge-cases	correctness	1	2	2	0	1.000000
testing	risk-integration	1	7	6	1	0.857143
testing	risk-integration	1	3	3	0	1.000000
dyn-parity	correctness	1	4	3	1	0.750000
dyn-parity-codex	correctness	1	0	0	0	n/a
dyn-cutover	risk-integration	1	3	3	0	1.000000
dyn-cutover-codex	risk-integration	1	0	0	0	n/a
dyn-public-surface	security	1	3	3	0	1.000000
dyn-public-surface-codex	security	1	0	0	0	n/a
