archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	3	3	0	1.000000
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	4	0	4	0.000000
edge-cases	correctness	1	2	2	0	1.000000
testing	risk-integration	1	4	4	0	1.000000
testing	risk-integration	1	0	0	0	n/a
generic	code-quality	1	1	1	0	1.000000
dyn-dyn-calibration-corpus	correctness	1	1	1	0	1.000000
dyn-dyn-waterfall-prompts	risk-integration	1	1	1	0	1.000000
dyn-dyn-prompt-feedback	code-quality	1	1	1	0	1.000000
