archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	3	1	0	0.333333
correctness	correctness	1	2	0	0	0.000000
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	2	0	1	0.000000
testing	risk-integration	1	2	1	0	0.500000
testing	risk-integration	1	2	0	0	0.000000
dyn-self-review-tally	correctness	1	1	1	0	1.000000
dyn-self-review-tally-codex	correctness	1	0	0	0	n/a
dyn-recovery-contract	risk-integration	1	3	2	0	0.666667
dyn-recovery-contract-codex	risk-integration	1	0	0	0	n/a
