archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	2	1	1	0.500000
correctness	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	1	0	1	0.000000
edge-cases	correctness	1	1	0	1	0.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
dyn-step0-flow	risk-integration	1	3	1	2	0.333333
dyn-step0-flow-codex	risk-integration	1	0	0	0	n/a
dyn-gate-envelope	correctness	1	3	1	2	0.333333
dyn-gate-envelope-codex	correctness	1	0	0	0	n/a
