archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	10	7	0	0.700000
correctness	correctness	1	7	6	0	0.857143
testing	risk-integration	1	1	1	0	1.000000
security	security	1	3	1	0	0.333333
edge-cases	correctness	1	9	6	0	0.666667
plan-fidelity	architecture	1	5	4	0	0.800000
dyn-ship-state	correctness	1	5	5	0	1.000000
dyn-bash-parity	risk-integration	1	7	7	0	1.000000
dyn-runlogs	correctness	1	3	3	0	1.000000
dyn-finalize-flow	risk-integration	1	5	5	0	1.000000
dyn-ci-handback	correctness	1	3	3	0	1.000000
dyn-harness-gate	risk-integration	1	4	3	0	0.750000
