archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	5	1	0	0.200000
correctness	correctness	1	2	1	0	0.500000
testing	risk-integration	1	4	2	0	0.500000
security	security	1	0	0	0	n/a
edge-cases	correctness	1	3	1	0	0.333333
plan-fidelity	architecture	1	0	0	0	n/a
dyn-snapshot-boundary	security	1	1	0	0	0.000000
dyn-carryover-state	correctness	1	0	0	0	n/a
dyn-mav-parity	risk-integration	1	0	0	0	n/a
dyn-bash32	code-quality	1	0	0	0	n/a
