archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	4	4	0	1.000000
correctness	correctness	1	3	2	0	0.666667
edge-cases	correctness	1	4	4	0	1.000000
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	4	2	2	0.500000
testing	risk-integration	1	1	1	0	1.000000
dyn-settle-contract	correctness	1	4	3	1	0.750000
dyn-settle-contract-codex	correctness	1	0	0	0	n/a
dyn-prompt-surface	risk-integration	1	6	4	1	0.666667
dyn-prompt-surface-codex	risk-integration	1	0	0	0	n/a
