v1	mark	1779682882	design	design Step 1c — questions	-	-	-	-	-	-	-	-
v1	mark	1779683431	design	design Step 1d — discussion r1	-	-	-	-	-	-	-	-
v1	mark	1779683441	design	design Step 1e — gate A	-	-	-	-	-	-	-	-
v1	mark	1779683928	design	design Step 2a — sketches	-	-	-	-	-	-	-	-
v1	mark	1779683933	design	design Step 2b — plan	-	-	-	-	-	-	-	-
v1	mark	1779684009	design	design Step 3 — plan review	-	-	-	-	-	-	-	-
v1	mark	1779684063	design	design Step 3.5 — gate B	-	-	-	-	-	-	-	-
v1	mark	1779684071	design	design Step 3b — arch diagram	-	-	-	-	-	-	-	-
v1	mark	1779684078	design	design Step 4 — rejected findings	-	-	-	-	-	-	-	-
v1	mark	1779684084	design	design Step 4b — gate C	-	-	-	-	-	-	-	-
v1	mark	1779684147	design	design Step 5 — finalize	-	-	-	-	-	-	-	-
