archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	2	2	0	1.000000
correctness	correctness	1	3	3	0	1.000000
edge-cases	correctness	1	2	2	0	1.000000
edge-cases	correctness	1	2	2	0	1.000000
testing	risk-integration	1	2	1	1	0.500000
testing	risk-integration	1	1	1	0	1.000000
dyn-state-seeder	correctness	1	2	1	0	0.500000
dyn-state-seeder-codex	correctness	1	0	0	0	n/a
dyn-step8-routing	risk-integration	1	4	2	0	0.500000
dyn-step8-routing-codex	risk-integration	1	0	0	0	n/a
