archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	6	4	0	0.666667
correctness	correctness	1	2	2	0	1.000000
testing	risk-integration	1	6	3	0	0.500000
security	security	1	1	0	0	0.000000
edge-cases	correctness	1	5	4	0	0.800000
plan-fidelity	architecture	1	4	3	0	0.750000
dyn-bash-python-parity	correctness	1	3	2	0	0.666667
dyn-flag-predicate-correctness	correctness	1	2	2	0	1.000000
dyn-codex-sandbox-symlink	security	1	2	1	0	0.500000
dyn-test-exhaustion-discrimination	correctness	1	4	4	0	1.000000
