archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	6	4	0	0.666667
correctness	correctness	1	2	2	0	1.000000
testing	risk-integration	1	4	4	0	1.000000
security	security	1	1	0	0	0.000000
edge-cases	correctness	1	3	3	0	1.000000
plan-fidelity	architecture	1	3	2	0	0.666667
dyn-no-fallback-drop-semantics	correctness	1	0	0	0	n/a
dyn-voter-availability-status	correctness	1	2	2	0	1.000000
dyn-convergence-threshold-removal	architecture	1	2	2	0	1.000000
dyn-gate-env-var-inheritance	risk-integration	1	2	2	0	1.000000
