archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	1	0	1	0.000000
security	security	1	0	0	0	n/a
correctness	correctness	1	1	0	1	0.000000
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	1	0	1	0.000000
edge-cases	correctness	1	1	0	0	0.000000
testing	risk-integration	1	1	0	0	0.000000
testing	risk-integration	1	0	0	0	n/a
dyn-argv-contracts	risk-integration	1	0	0	0	n/a
dyn-argv-contracts-codex	risk-integration	1	0	0	0	n/a
dyn-loop-state	correctness	1	0	0	0	n/a
dyn-loop-state-codex	correctness	1	0	0	0	n/a
dyn-docs-harness-sync	risk-integration	1	0	0	0	n/a
dyn-docs-harness-sync-codex	risk-integration	1	0	0	0	n/a
