archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	0	0	0	n/a
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	2	0	2	0.000000
testing	risk-integration	1	0	0	0	n/a
dyn-dyn-checks-loop	correctness	1	0	0	0	n/a
dyn-dyn-checks-loop-codex	correctness	1	0	0	0	n/a
dyn-dyn-orchestrator-prose	risk-integration	1	5	1	4	0.200000
dyn-dyn-orchestrator-prose-codex	risk-integration	1	0	0	0	n/a
