path	tier	bytes	tokens	lines	h2_count
docs/collaborative-sketches.md	tier-3-doc	11459	2525	154	6
docs/configuration-and-permissions.md	tier-3-doc	27549	6668	336	5
docs/dev-hook-audit.md	tier-3-doc	5904	1459	175	7
docs/external-reviewers.md	tier-3-doc	10251	2284	111	9
docs/installation-and-setup.md	tier-3-doc	16040	3787	255	7
docs/linting.md	tier-3-doc	65331	15987	256	7
docs/point-competition.md	tier-3-doc	4545	1365	74	6
docs/review-agents.md	tier-3-doc	12634	2652	106	7
docs/run-logs.md	tier-3-doc	13383	3062	230	5
docs/skills.md	tier-3-doc	19719	4679	201	20
docs/topology.md	tier-3-doc	3194	794	23	0
docs/voting-process.md	tier-3-doc	9259	2172	136	10
docs/workflow-lifecycle.md	tier-3-doc	23605	5724	180	7
.claude/skills/analyze-issues/scripts/analyze.md	tier-3-other	3487	814	22	0
.claude/skills/analyze-issues/scripts/fetch-issues.md	tier-3-other	561	132	13	0
.claude/skills/analyze-issues/scripts/render-chart.md	tier-3-other	684	149	13	0
.claude/skills/analyze-issues/scripts/run-analysis.md	tier-3-other	1144	299	15	0
.claude/skills/analyze-issues/scripts/test-analyze.md	tier-3-other	4333	1020	27	0
.claude/skills/bump-version/scripts/apply-bump.md	tier-3-other	3524	847	65	6
.claude/skills/release/scripts/promote-latest-release.md	tier-3-other	1589	379	35	4
.claude/skills/relevant-checks/scripts/run-checks.md	tier-3-other	1871	425	13	0
.claude/skills/relevant-checks/scripts/test-run-checks.md	tier-3-other	2303	550	13	0
.gemini/skills/extract-and-format-context/SKILL.md	tier-3-other	749	173	22	1
CHANGELOG.md	tier-3-other	843460	210204	5707	815
GEMINI.md	tier-3-other	13	6	1	0
README.md	tier-3-other	12993	3671	170	4
SECURITY.md	tier-3-other	62972	13980	155	5
agents/_implementer-base.md	tier-3-other	14934	3454	126	10
agents/code-reviewer.md	tier-3-other	18367	4029	185	8
agents/codex-implementer.md	tier-3-other	16800	3879	146	10
agents/cursor-implementer.md	tier-3-other	17315	3971	152	11
agents/orchestrator-aggregator.md	tier-3-other	1395	290	34	0
agents/reviewer-code-robustness.md	tier-3-other	6942	1503	95	7
agents/reviewer-correctness.md	tier-3-other	6217	1366	81	6
agents/reviewer-edge-cases.md	tier-3-other	5453	1206	71	5
agents/reviewer-plan-fidelity.md	tier-3-other	6461	1380	88	7
agents/reviewer-security-structure-tests.md	tier-3-other	8134	1753	91	5
agents/reviewer-security.md	tier-3-other	5697	1274	73	5
agents/reviewer-structure.md	tier-3-other	5846	1291	78	6
agents/reviewer-testing.md	tier-3-other	5931	1303	78	6
skills/alias/scripts/generate-alias.md	tier-3-other	3222	802	47	5
skills/alias/scripts/resolve-target.md	tier-3-other	4659	1228	82	7
skills/block-issue/scripts/add-blocked-by.md	tier-3-other	1627	430	39	5
skills/cleanup/scripts/cleanup.md	tier-3-other	1153	314	20	0
skills/compress-skill/scripts/build-feature-description.md	tier-3-other	2707	630	3	0
skills/create-skill/scripts/parse-args.md	tier-3-other	2620	623	24	4
skills/create-skill/scripts/post-scaffold-hints.md	tier-3-other	1567	344	3	0
skills/create-skill/scripts/prepare-description.md	tier-3-other	5850	1355	61	7
skills/create-skill/scripts/render-skill-md.md	tier-3-other	9461	2220	77	7
skills/create-skill/scripts/test-render-skill-md.md	tier-3-other	5099	1197	43	4
skills/design/scripts/classify-issue.md	tier-3-other	1731	380	34	6
skills/design/scripts/design-driver.md	tier-3-other	2027	490	36	6
skills/design/scripts/emit-plan.md	tier-3-other	1408	353	33	6
skills/design/scripts/finalize-plan.md	tier-3-other	1236	291	31	6
skills/design/scripts/read-design-manifest.md	tier-3-other	3102	713	16	0
skills/design/scripts/render-plan-review-prompt.md	tier-3-other	1731	377	26	4
skills/design/scripts/tally-plan-review.md	tier-3-other	3602	897	41	6
skills/design/scripts/test-classify-issue.md	tier-3-other	219	52	5	0
skills/design/scripts/test-design-driver.md	tier-3-other	215	50	5	0
skills/design/scripts/test-design-manifest.md	tier-3-other	885	188	3	0
skills/design/scripts/test-emit-plan.md	tier-3-other	199	52	5	0
skills/design/scripts/test-finalize-plan.md	tier-3-other	215	52	5	0
skills/design/scripts/test-plan-review-prompt.md	tier-3-other	577	124	5	0
skills/design/scripts/test-tally-plan-review.md	tier-3-other	231	58	5	0
skills/design/scripts/write-design-manifest.md	tier-3-other	2508	592	17	0
skills/fix-issue/scripts/blocker-helpers.md	tier-3-other	5662	1291	43	4
skills/fix-issue/scripts/finalize-umbrella.md	tier-3-other	7758	1821	61	7
skills/fix-issue/scripts/find-lock-issue.md	tier-3-other	19321	4732	107	9
skills/fix-issue/scripts/get-issue-details.md	tier-3-other	1144	257	27	3
skills/fix-issue/scripts/issue-lifecycle.md	tier-3-other	12921	3083	71	6
skills/fix-issue/scripts/parse-prose-blockers.md	tier-3-other	1662	379	5	0
skills/fix-issue/scripts/test-finalize-umbrella.md	tier-3-other	5963	1442	40	4
skills/fix-issue/scripts/test-find-lock-issue.md	tier-3-other	11875	2915	59	6
skills/fix-issue/scripts/test-fix-issue-bail-detection.md	tier-3-other	4578	1078	24	0
skills/fix-issue/scripts/test-fix-issue-step-order.md	tier-3-other	5185	1271	28	0
skills/fix-issue/scripts/test-issue-lifecycle.md	tier-3-other	958	213	5	0
skills/fix-issue/scripts/test-umbrella-handler.md	tier-3-other	5187	1347	34	4
skills/fix-issue/scripts/umbrella-handler.md	tier-3-other	10790	2725	79	5
skills/implement/scripts/check-review-changes.md	tier-3-other	9156	2147	94	10
skills/implement/scripts/cleanup.md	tier-3-other	191	55	14	0
skills/implement/scripts/commit-implementation.md	tier-3-other	467	121	15	0
skills/implement/scripts/commit-review-fixes.md	tier-3-other	474	126	15	0
skills/implement/scripts/flush-execution-issues.md	tier-3-other	2582	655	64	0
skills/implement/scripts/generate-code-flow-diagram.md	tier-3-other	676	185	22	0
skills/implement/scripts/hook-post-design.md	tier-3-other	1966	466	9	0
skills/implement/scripts/hook-stop-fail-close.md	tier-3-other	2454	595	13	0
skills/implement/scripts/lib-resolve-implement-tmpdir.md	tier-3-other	3224	783	51	0
skills/implement/scripts/oos-file-conflict-deps.md	tier-3-other	4547	1146	81	4
skills/implement/scripts/oos-issue-cap-excerpt.md	tier-3-other	422	93	7	0
skills/implement/scripts/oos-issue-cap.md	tier-3-other	5417	1388	96	4
skills/implement/scripts/post-design-boundary.md	tier-3-other	6807	1517	42	1
skills/implement/scripts/post-tracking-issue.md	tier-3-other	1390	369	38	0
skills/implement/scripts/refresh-execution-issues.md	tier-3-other	613	157	22	0
skills/implement/scripts/run-step2-dispatch.md	tier-3-other	1421	363	35	0
skills/implement/scripts/slack-issue-announce.md	tier-3-other	577	161	23	0
skills/implement/scripts/step2-implement.md	tier-3-other	11040	2594	75	0
skills/implement/scripts/test-check-review-changes.md	tier-3-other	7587	1843	65	7
skills/implement/scripts/test-cleanup.md	tier-3-other	102	18	4	0
skills/implement/scripts/test-codex-implementer.md	tier-3-other	3898	928	38	0
skills/implement/scripts/test-commit-implementation.md	tier-3-other	168	37	4	0
skills/implement/scripts/test-commit-review-fixes.md	tier-3-other	157	37	4	0
skills/implement/scripts/test-cursor-implementer.md	tier-3-other	3787	868	39	0
skills/implement/scripts/test-flush-execution-issues.md	tier-3-other	429	101	9	0
skills/implement/scripts/test-generate-code-flow-diagram.md	tier-3-other	187	35	4	0
skills/implement/scripts/test-implement-relevant-checks-anti-halt.md	tier-3-other	2054	462	17	0
skills/implement/scripts/test-implement-review-token-propagation.md	tier-3-other	1276	287	15	2
skills/implement/scripts/test-oos-file-conflict-deps.md	tier-3-other	958	202	18	0
skills/implement/scripts/test-oos-issue-cap.md	tier-3-other	485	102	8	0
skills/implement/scripts/test-post-design-boundary.md	tier-3-other	4788	1050	22	0
skills/implement/scripts/test-post-tracking-issue.md	tier-3-other	184	40	4	0
skills/implement/scripts/test-refresh-execution-issues.md	tier-3-other	148	25	4	0
skills/implement/scripts/test-run-step2-dispatch.md	tier-3-other	680	157	18	0
skills/implement/scripts/test-slack-issue-announce.md	tier-3-other	146	29	4	0
skills/implement/scripts/test-step2-dispatch.md	tier-3-other	8395	2171	59	0
skills/implement/scripts/test-write-final-report.md	tier-3-other	143	25	4	0
skills/implement/scripts/test-write-rejected-findings.md	tier-3-other	156	29	4	0
skills/implement/scripts/write-final-report.md	tier-3-other	825	218	29	0
skills/implement/scripts/write-rejected-findings.md	tier-3-other	357	94	16	0
skills/issue/scripts/add-blocked-by.md	tier-3-other	4000	982	35	0
skills/issue/scripts/allocate-candidates.md	tier-3-other	6460	1671	108	9
skills/issue/scripts/cleanup-failed-issue.md	tier-3-other	2065	478	30	0
skills/issue/scripts/create-one.md	tier-3-other	4942	1243	40	0
skills/issue/scripts/fetch-issue-details.md	tier-3-other	1228	279	25	3
skills/issue/scripts/parse-input.md	tier-3-other	6220	1459	27	2
skills/issue/scripts/test-add-blocked-by.md	tier-3-other	2801	758	30	0
skills/issue/scripts/test-blocked-by-issue.md	tier-3-other	1752	432	17	0
skills/issue/scripts/test-body-file-title.md	tier-3-other	1190	279	13	0
skills/issue/scripts/test-intra-batch-deps.md	tier-3-other	2448	648	21	0
skills/issue/scripts/test-list-issues.md	tier-3-other	4282	1055	40	0
skills/issue/scripts/test-parse-input.md	tier-3-other	2165	497	22	0
skills/issue/scripts/test-sentinel-write.md	tier-3-other	2806	743	41	3
skills/issue/scripts/write-sentinel.md	tier-3-other	5411	1332	77	9
skills/report-tokens/scripts/run-analysis.md	tier-3-other	5773	1367	75	9
skills/report-tokens/scripts/test-rate-assertions.md	tier-3-other	1071	255	29	4
skills/research/scripts/compute-research-banner.md	tier-3-other	3456	829	48	0
skills/research/scripts/render-findings-batch.md	tier-3-other	14671	3430	148	12
skills/research/scripts/run-research-planner.md	tier-3-other	10206	2391	105	8
skills/research/scripts/test-render-findings-batch.md	tier-3-other	5254	1288	47	5
skills/research/scripts/test-research-angle-prompts.md	tier-3-other	1265	298	33	4
skills/research/scripts/test-research-banner.md	tier-3-other	2997	723	61	0
skills/research/scripts/test-run-research-planner.md	tier-3-other	2688	628	28	2
skills/research/scripts/test-synthesis-subagent.md	tier-3-other	1924	456	42	3
skills/research/scripts/test-validate-citations-budget.md	tier-3-other	2596	665	39	4
skills/research/scripts/test-validate-citations.md	tier-3-other	3460	913	63	4
skills/research/scripts/validate-citations.md	tier-3-other	13171	3507	259	13
skills/review-and-fix/scripts/review-and-fix.md	tier-3-other	8239	1959	109	1
skills/review-and-fix/scripts/test-review-and-fix.md	tier-3-other	704	155	9	0
skills/review/scripts/check-reviewer-failure-threshold.md	tier-3-other	2357	633	42	6
skills/review/scripts/collect-findings.md	tier-3-other	4544	1009	27	0
skills/review/scripts/dispatch-panel.md	tier-3-other	2806	627	27	0
skills/review/scripts/emit-tally.md	tier-3-other	864	209	11	0
skills/review/scripts/gather-context.md	tier-3-other	800	180	13	0
skills/review/scripts/log-phase.md	tier-3-other	564	136	11	0
skills/review/scripts/review-core.md	tier-3-other	5535	1372	77	0
skills/review/scripts/tally-code-votes.md	tier-3-other	6870	1852	70	6
skills/review/scripts/test-check-reviewer-failure-threshold.md	tier-3-other	738	193	19	2
skills/review/scripts/test-collect-findings.md	tier-3-other	478	106	7	0
skills/review/scripts/test-dispatch-panel.md	tier-3-other	772	184	14	0
skills/review/scripts/test-emit-tally.md	tier-3-other	319	77	7	0
skills/review/scripts/test-gather-context.md	tier-3-other	385	83	7	0
skills/review/scripts/test-log-phase.md	tier-3-other	366	76	7	0
skills/review/scripts/test-review-core.md	tier-3-other	681	153	15	0
skills/review/scripts/test-tally-code-votes.md	tier-3-other	782	211	20	2
skills/set-up-forked-open-source-repo/scripts/lib-remotes.md	tier-3-other	922	225	21	0
skills/set-up-forked-open-source-repo/scripts/setup-forked-open-source-repo.md	tier-3-other	10689	2601	192	9
skills/set-up-forked-open-source-repo/scripts/test-setup-forked-open-source-repo.md	tier-3-other	914	209	18	0
skills/show-skill/scripts/show.md	tier-3-other	1278	355	46	6
skills/show-skill/scripts/test-show-skill.md	tier-3-other	589	143	20	2
skills/simplify-skill/scripts/build-feature-description.md	tier-3-other	1364	332	3	0
skills/skill-evolver/scripts/validate-args.md	tier-3-other	3482	906	82	8
skills/umbrella/scripts/helpers.md	tier-3-other	29970	7449	99	4
skills/umbrella/scripts/parse-args.md	tier-3-other	7940	1953	86	0
skills/umbrella/scripts/render-batch-input.md	tier-3-other	10435	2568	30	0
skills/umbrella/scripts/render-umbrella-body.md	tier-3-other	3588	880	23	0
skills/umbrella/scripts/test-helpers.md	tier-3-other	17065	4422	116	0
skills/umbrella/scripts/test-render-batch-input.md	tier-3-other	4771	1187	33	0
skills/umbrella/scripts/test-render-umbrella-body.md	tier-3-other	3795	999	28	0
skills/umbrella/scripts/test-umbrella-blocked-by-issue.md	tier-3-other	1173	289	9	0
skills/umbrella/scripts/test-umbrella-emit-output-contract.md	tier-3-other	25159	6753	153	5
skills/umbrella/scripts/test-umbrella-parse-args.md	tier-3-other	6942	1766	76	6
skills/umbrella/scripts/test-validate-pieces-json.md	tier-3-other	1177	288	33	3
skills/umbrella/scripts/validate-pieces-json.md	tier-3-other	2865	722	64	9
skills/upgrade-larch/scripts/test-upgrade-larch-prune.md	tier-3-other	2218	472	18	0
skills/upgrade-larch/scripts/upgrade-larch.md	tier-3-other	6235	1370	42	6
tests/fixtures/dialectic/README.md	tier-3-other	2683	682	36	3
tests/fixtures/dialectic/bucket-skipped/README.md	tier-3-other	282	77	3	0
tests/fixtures/dialectic/fallback-quorum-failure/README.md	tier-3-other	431	99	3	0
tests/fixtures/dialectic/happy-path-5-decisions/README.md	tier-3-other	254	86	3	0
tests/fixtures/dialectic/over-cap/README.md	tier-3-other	245	61	3	0
tests/fixtures/dialectic/parser-tolerance/README.md	tier-3-other	587	158	9	0
tests/fixtures/dialectic/two-judge-quorum/README.md	tier-3-other	420	109	3	0
larch-logs/implement/002D6ED4-2C35-4F8D-A953-2BBA801FC16B/plan-goals-test.md	tier-4-run-log	2108	546	34	3
larch-logs/implement/002D6ED4-2C35-4F8D-A953-2BBA801FC16B/review-findings-full.md	tier-4-run-log	41507	10831	664	83
larch-logs/implement/002D6ED4-2C35-4F8D-A953-2BBA801FC16B/version-bump-reasoning.md	tier-4-run-log	409	117	13	1
larch-logs/implement/00A7A5AB-F063-45A4-AE92-6248CB151F9F/plan-goals-test.md	tier-4-run-log	505	114	10	3
larch-logs/implement/00A7A5AB-F063-45A4-AE92-6248CB151F9F/timing-report.md	tier-4-run-log	976	317	24	2
larch-logs/implement/00A7A5AB-F063-45A4-AE92-6248CB151F9F/token-report.md	tier-4-run-log	1675	632	32	0
larch-logs/implement/00A7A5AB-F063-45A4-AE92-6248CB151F9F/version-bump-reasoning.md	tier-4-run-log	453	138	13	1
larch-logs/implement/00FAC6B1-68B2-47E5-819A-231E1AE12484/plan-goals-test.md	tier-4-run-log	5751	1476	77	3
larch-logs/implement/00FAC6B1-68B2-47E5-819A-231E1AE12484/timing-report.md	tier-4-run-log	1013	331	26	2
larch-logs/implement/00FAC6B1-68B2-47E5-819A-231E1AE12484/token-report.md	tier-4-run-log	3448	1297	62	0
larch-logs/implement/00FAC6B1-68B2-47E5-819A-231E1AE12484/version-bump-reasoning.md	tier-4-run-log	455	132	13	1
larch-logs/implement/015E887F-FB83-4135-9570-B1766E333FE4/plan-goals-test.md	tier-4-run-log	2198	552	52	3
larch-logs/implement/015E887F-FB83-4135-9570-B1766E333FE4/timing-report.md	tier-4-run-log	1287	426	30	2
larch-logs/implement/015E887F-FB83-4135-9570-B1766E333FE4/token-report.md	tier-4-run-log	3223	1240	61	0
larch-logs/implement/015E887F-FB83-4135-9570-B1766E333FE4/version-bump-reasoning.md	tier-4-run-log	455	131	13	1
larch-logs/implement/018DCD66-69F0-450C-B351-D3A2F817B0D4/plan-goals-test.md	tier-4-run-log	2073	507	37	3
larch-logs/implement/018DCD66-69F0-450C-B351-D3A2F817B0D4/review-findings-full.md	tier-4-run-log	46530	11877	544	68
larch-logs/implement/018DCD66-69F0-450C-B351-D3A2F817B0D4/version-bump-reasoning.md	tier-4-run-log	412	115	13	1
larch-logs/implement/031AE2E0-B3DE-4432-B7C0-B4718319105C/plan-goals-test.md	tier-4-run-log	2100	555	43	3
larch-logs/implement/031AE2E0-B3DE-4432-B7C0-B4718319105C/version-bump-reasoning.md	tier-4-run-log	463	139	13	1
larch-logs/implement/05201734-AC51-4681-855D-3FD7978A9BF9/plan-goals-test.md	tier-4-run-log	1781	439	32	3
larch-logs/implement/05201734-AC51-4681-855D-3FD7978A9BF9/version-bump-reasoning.md	tier-4-run-log	412	116	13	1
larch-logs/implement/05C76B39-C21F-40C9-9886-3A017F859BA6/plan-goals-test.md	tier-4-run-log	806	197	13	3
larch-logs/implement/05C76B39-C21F-40C9-9886-3A017F859BA6/timing-report.md	tier-4-run-log	31953	10609	577	2
larch-logs/implement/05C76B39-C21F-40C9-9886-3A017F859BA6/token-report.md	tier-4-run-log	328	116	7	0
larch-logs/implement/05C76B39-C21F-40C9-9886-3A017F859BA6/version-bump-reasoning.md	tier-4-run-log	476	127	13	1
larch-logs/implement/079BB1E8-1ACF-4CC1-8DFD-328AD7D1485E/diagrams.md	tier-4-run-log	127	22	7	2
larch-logs/implement/079BB1E8-1ACF-4CC1-8DFD-328AD7D1485E/plan-goals-test.md	tier-4-run-log	1664	378	26	3
larch-logs/implement/079BB1E8-1ACF-4CC1-8DFD-328AD7D1485E/timing-report.md	tier-4-run-log	21350	7147	389	2
larch-logs/implement/079BB1E8-1ACF-4CC1-8DFD-328AD7D1485E/token-report.md	tier-4-run-log	1476	585	25	0
larch-logs/implement/079BB1E8-1ACF-4CC1-8DFD-328AD7D1485E/version-bump-reasoning.md	tier-4-run-log	115	26	1	0
larch-logs/implement/086677CB-5DA8-4D45-9343-0C3506B2CE41/review-findings-full.md	tier-4-run-log	2822	683	40	5
larch-logs/implement/0CA71879-0A03-446C-8824-0E6784DBDF62/plan-goals-test.md	tier-4-run-log	1371	380	34	4
larch-logs/implement/0CA71879-0A03-446C-8824-0E6784DBDF62/timing-report.md	tier-4-run-log	988	322	26	2
larch-logs/implement/0CA71879-0A03-446C-8824-0E6784DBDF62/token-report.md	tier-4-run-log	1839	736	31	0
larch-logs/implement/0CA71879-0A03-446C-8824-0E6784DBDF62/version-bump-reasoning.md	tier-4-run-log	455	136	13	1
larch-logs/implement/0CB40DBE-92A4-4354-80FF-B0D1C7DD1468/plan-goals-test.md	tier-4-run-log	5952	1642	111	6
larch-logs/implement/0CB40DBE-92A4-4354-80FF-B0D1C7DD1468/timing-report.md	tier-4-run-log	33177	11007	600	2
larch-logs/implement/0CB40DBE-92A4-4354-80FF-B0D1C7DD1468/token-report.md	tier-4-run-log	1491	589	25	0
larch-logs/implement/0CB40DBE-92A4-4354-80FF-B0D1C7DD1468/version-bump-reasoning.md	tier-4-run-log	444	117	13	1
larch-logs/implement/0D35AD07-8E94-4089-AD57-E0911A2267C0/plan-goals-test.md	tier-4-run-log	1002	227	18	3
larch-logs/implement/0D35AD07-8E94-4089-AD57-E0911A2267C0/review-findings-full.md	tier-4-run-log	16718	4301	208	26
larch-logs/implement/0D35AD07-8E94-4089-AD57-E0911A2267C0/version-bump-reasoning.md	tier-4-run-log	456	134	13	1
larch-logs/implement/0E16C214-6F82-4DD6-8BA2-E88A2EAE0B26/plan-goals-test.md	tier-4-run-log	792	206	12	3
larch-logs/implement/0E16C214-6F82-4DD6-8BA2-E88A2EAE0B26/timing-report.md	tier-4-run-log	21213	7182	378	2
larch-logs/implement/0E16C214-6F82-4DD6-8BA2-E88A2EAE0B26/token-report.md	tier-4-run-log	1469	583	25	0
larch-logs/implement/0E16C214-6F82-4DD6-8BA2-E88A2EAE0B26/version-bump-reasoning.md	tier-4-run-log	455	134	13	1
larch-logs/implement/0E314A8B-D6DF-4807-9CB2-08635E06DBCB/plan-goals-test.md	tier-4-run-log	382	84	7	2
larch-logs/implement/0E314A8B-D6DF-4807-9CB2-08635E06DBCB/timing-report.md	tier-4-run-log	13365	4438	248	2
larch-logs/implement/0E314A8B-D6DF-4807-9CB2-08635E06DBCB/token-report.md	tier-4-run-log	1240	484	21	0
larch-logs/implement/0E659578-292E-4DA5-954B-F8FC3A7C81C4/review-findings-full.md	tier-4-run-log	5842	1393	72	9
larch-logs/implement/0E659578-292E-4DA5-954B-F8FC3A7C81C4/run-statistics.md	tier-4-run-log	156	53	1	0
larch-logs/implement/0E659578-292E-4DA5-954B-F8FC3A7C81C4/version-bump-reasoning.md	tier-4-run-log	412	117	13	1
larch-logs/implement/0F24C095-B0BA-4131-8944-B89C96130A22/plan-goals-test.md	tier-4-run-log	1599	413	31	3
larch-logs/implement/0F24C095-B0BA-4131-8944-B89C96130A22/review-findings-full.md	tier-4-run-log	46400	11691	632	79
larch-logs/implement/0F24C095-B0BA-4131-8944-B89C96130A22/run-statistics.md	tier-4-run-log	112	45	1	0
larch-logs/implement/0F24C095-B0BA-4131-8944-B89C96130A22/version-bump-reasoning.md	tier-4-run-log	412	115	13	1
larch-logs/implement/12733F32-1B0F-4C75-A77A-97516FB09FC5/plan-goals-test.md	tier-4-run-log	2392	602	61	3
larch-logs/implement/12733F32-1B0F-4C75-A77A-97516FB09FC5/timing-report.md	tier-4-run-log	1288	426	30	2
larch-logs/implement/12733F32-1B0F-4C75-A77A-97516FB09FC5/token-report.md	tier-4-run-log	3435	1295	62	0
larch-logs/implement/12733F32-1B0F-4C75-A77A-97516FB09FC5/version-bump-reasoning.md	tier-4-run-log	456	140	13	1
larch-logs/implement/12FCB1A9-D725-432F-A0F5-4607E2C26AF1/plan-goals-test.md	tier-4-run-log	658	156	11	3
larch-logs/implement/12FCB1A9-D725-432F-A0F5-4607E2C26AF1/timing-report.md	tier-4-run-log	1050	331	26	2
larch-logs/implement/12FCB1A9-D725-432F-A0F5-4607E2C26AF1/token-report.md	tier-4-run-log	2705	1038	53	0
larch-logs/implement/12FCB1A9-D725-432F-A0F5-4607E2C26AF1/version-bump-reasoning.md	tier-4-run-log	409	116	13	1
larch-logs/implement/14C0D931-0217-4440-969D-179B98D541F3/plan-goals-test.md	tier-4-run-log	2062	531	40	4
larch-logs/implement/14C0D931-0217-4440-969D-179B98D541F3/timing-report.md	tier-4-run-log	837	271	23	2
larch-logs/implement/14C0D931-0217-4440-969D-179B98D541F3/token-report.md	tier-4-run-log	2427	915	42	0
larch-logs/implement/14C0D931-0217-4440-969D-179B98D541F3/version-bump-reasoning.md	tier-4-run-log	455	136	13	1
larch-logs/implement/14EA567C-39FB-439D-9962-BC343E074002/plan-goals-test.md	tier-4-run-log	24629	6772	529	7
larch-logs/implement/15BA2D71-1681-44FD-90CF-44EA6ACC4FFA/plan-goals-test.md	tier-4-run-log	3570	983	74	4
larch-logs/implement/15BA2D71-1681-44FD-90CF-44EA6ACC4FFA/timing-report.md	tier-4-run-log	1045	350	27	2
larch-logs/implement/15BA2D71-1681-44FD-90CF-44EA6ACC4FFA/token-report.md	tier-4-run-log	3157	1189	58	0
larch-logs/implement/15BA2D71-1681-44FD-90CF-44EA6ACC4FFA/version-bump-reasoning.md	tier-4-run-log	455	139	13	1
larch-logs/implement/190B8BF8-6539-4CDE-9CEB-92962766E676/plan-goals-test.md	tier-4-run-log	2623	633	55	4
larch-logs/implement/190B8BF8-6539-4CDE-9CEB-92962766E676/timing-report.md	tier-4-run-log	14359	4768	262	2
larch-logs/implement/190B8BF8-6539-4CDE-9CEB-92962766E676/token-report.md	tier-4-run-log	2542	980	44	0
larch-logs/implement/190B8BF8-6539-4CDE-9CEB-92962766E676/version-bump-reasoning.md	tier-4-run-log	468	155	13	1
larch-logs/implement/1BD4C923-B60C-43E7-81C8-80A03A1305DD/plan-goals-test.md	tier-4-run-log	5812	1465	101	3
larch-logs/implement/1BD4C923-B60C-43E7-81C8-80A03A1305DD/review-findings-full.md	tier-4-run-log	0	0	0	0
larch-logs/implement/1BD4C923-B60C-43E7-81C8-80A03A1305DD/version-bump-reasoning.md	tier-4-run-log	401	133	11	1
larch-logs/implement/1C7940AB-3E64-47A8-A612-B4B189A28212/plan-goals-test.md	tier-4-run-log	2826	687	56	4
larch-logs/implement/1C7940AB-3E64-47A8-A612-B4B189A28212/timing-report.md	tier-4-run-log	781	248	22	2
larch-logs/implement/1C7940AB-3E64-47A8-A612-B4B189A28212/token-report.md	tier-4-run-log	1479	585	25	0
larch-logs/implement/1C7940AB-3E64-47A8-A612-B4B189A28212/version-bump-reasoning.md	tier-4-run-log	455	139	13	1
larch-logs/implement/1CA227C8-7980-46A8-9844-0B70570B4915/plan-goals-test.md	tier-4-run-log	2777	635	47	4
larch-logs/implement/1CA227C8-7980-46A8-9844-0B70570B4915/timing-report.md	tier-4-run-log	723	230	21	2
larch-logs/implement/1CA227C8-7980-46A8-9844-0B70570B4915/token-report.md	tier-4-run-log	1350	535	23	0
larch-logs/implement/1CA227C8-7980-46A8-9844-0B70570B4915/version-bump-reasoning.md	tier-4-run-log	456	138	13	1
larch-logs/implement/1D411228-72C6-48D1-81AD-AD0DE5ACE25F/plan-goals-test.md	tier-4-run-log	2995	854	42	4
larch-logs/implement/1D411228-72C6-48D1-81AD-AD0DE5ACE25F/timing-report.md	tier-4-run-log	823	268	23	2
larch-logs/implement/1D411228-72C6-48D1-81AD-AD0DE5ACE25F/token-report.md	tier-4-run-log	1525	609	26	0
larch-logs/implement/1D411228-72C6-48D1-81AD-AD0DE5ACE25F/version-bump-reasoning.md	tier-4-run-log	455	133	13	1
larch-logs/implement/2066D181-D9B6-4AD9-B428-30E68A910997/plan-goals-test.md	tier-4-run-log	4897	1320	59	3
larch-logs/implement/2066D181-D9B6-4AD9-B428-30E68A910997/version-bump-reasoning.md	tier-4-run-log	411	115	13	1
larch-logs/implement/218A16C2-B7FC-4D1B-8CC8-4A6D0A54C36E/plan-goals-test.md	tier-4-run-log	1454	326	31	3
larch-logs/implement/218A16C2-B7FC-4D1B-8CC8-4A6D0A54C36E/review-findings-full.md	tier-4-run-log	2773	606	25	0
larch-logs/implement/218A16C2-B7FC-4D1B-8CC8-4A6D0A54C36E/version-bump-reasoning.md	tier-4-run-log	455	138	13	1
larch-logs/implement/222EC48B-DD38-498E-B4ED-DCFA47BF9EFA/review-findings-full.md	tier-4-run-log	15415	3615	176	22
larch-logs/implement/222EC48B-DD38-498E-B4ED-DCFA47BF9EFA/run-statistics.md	tier-4-run-log	62	30	1	0
larch-logs/implement/222EC48B-DD38-498E-B4ED-DCFA47BF9EFA/version-bump-reasoning.md	tier-4-run-log	452	118	13	1
larch-logs/implement/22E79B50-B25C-4C92-A865-6ECCDBAFD7A5/diagrams.md	tier-4-run-log	127	22	7	2
larch-logs/implement/22E79B50-B25C-4C92-A865-6ECCDBAFD7A5/plan-goals-test.md	tier-4-run-log	2404	563	34	3
larch-logs/implement/22E79B50-B25C-4C92-A865-6ECCDBAFD7A5/timing-report.md	tier-4-run-log	28886	9612	528	2
larch-logs/implement/22E79B50-B25C-4C92-A865-6ECCDBAFD7A5/token-report.md	tier-4-run-log	3157	1187	58	0
larch-logs/implement/22E79B50-B25C-4C92-A865-6ECCDBAFD7A5/version-bump-reasoning.md	tier-4-run-log	411	115	13	1
larch-logs/implement/237B0A64-45FD-47AC-86F1-525FB62F2398/plan-goals-test.md	tier-4-run-log	596	136	8	3
larch-logs/implement/237B0A64-45FD-47AC-86F1-525FB62F2398/timing-report.md	tier-4-run-log	16411	5526	295	2
larch-logs/implement/237B0A64-45FD-47AC-86F1-525FB62F2398/token-report.md	tier-4-run-log	1356	535	23	0
larch-logs/implement/237B0A64-45FD-47AC-86F1-525FB62F2398/version-bump-reasoning.md	tier-4-run-log	468	155	13	1
