v1	mark	1779649049	design	design Step 1c — questions	-	-	-	-	-	-	-	-
v1	mark	1779649061	design	design Step 1d — discussion r1	-	-	-	-	-	-	-	-
v1	mark	1779649106	design	design Step 2a — sketches	-	-	-	-	-	-	-	-
v1	mark	1779649288	design	design Step 2b.5 — plan size	-	-	-	-	-	-	-	-
v1	mark	1779649297	design	design Step 3 — plan review	-	-	-	-	-	-	-	-
v1	mark	1779649383	design	design Step 3.5 — gate B	-	-	-	-	-	-	-	-
v1	mark	1779649448	design	design Step 3b — arch diagram	-	-	-	-	-	-	-	-
v1	mark	1779649461	design	design Step 4 — rejected findings	-	-	-	-	-	-	-	-
v1	mark	1779649467	design	design Step 4b — gate C	-	-	-	-	-	-	-	-
v1	mark	1779649527	design	design Step 5 — finalize	-	-	-	-	-	-	-	-
