archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	6	3	0	0.500000
correctness	correctness	1	1	1	0	1.000000
testing	risk-integration	1	5	4	0	0.800000
security	security	1	1	1	0	1.000000
edge-cases	correctness	1	5	3	0	0.600000
plan-fidelity	architecture	1	1	1	0	1.000000
dyn-loop-state-machine	correctness	1	0	0	0	n/a
dyn-drift-baseline-guard	correctness	1	2	2	0	1.000000
dyn-publish-allowlist	security	1	0	0	0	n/a
dyn-manual-flag-removal	risk-integration	1	1	1	0	1.000000
dyn-pause-resume-sentinel	architecture	1	3	3	0	1.000000
