archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	4	4	0	1.000000
correctness	correctness	1	4	4	0	1.000000
edge-cases	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	3	3	0	1.000000
testing	risk-integration	1	2	0	1	0.000000
testing	risk-integration	1	4	3	1	0.750000
dyn-deps-safety	security	1	5	2	1	0.400000
dyn-deps-safety-codex	security	1	0	0	0	n/a
dyn-deps-edge-rules	correctness	1	2	2	0	1.000000
dyn-deps-edge-rules-codex	correctness	1	0	0	0	n/a
dyn-deps-cli-tests	risk-integration	1	4	3	0	0.750000
dyn-deps-cli-tests-codex	risk-integration	1	0	0	0	n/a
