archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	5	5	0	1.000000
correctness	correctness	1	3	3	0	1.000000
testing	risk-integration	1	6	5	0	0.833333
security	security	1	3	2	0	0.666667
edge-cases	correctness	1	4	4	0	1.000000
plan-fidelity	architecture	1	3	3	0	1.000000
dyn-bash32	correctness	1	3	3	0	1.000000
dyn-release-state	risk-integration	1	4	4	0	1.000000
dyn-sparse-cone	architecture	1	2	1	0	0.500000
dyn-hook-safety	security	1	0	0	0	n/a
dyn-cache-prune	correctness	1	2	2	0	1.000000
dyn-harness-env	risk-integration	1	3	3	0	1.000000
