archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	0	0	0	n/a
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	0	0	0	n/a
testing	risk-integration	1	1	0	0	0.000000
testing	risk-integration	1	0	0	0	n/a
dyn-timing-ledger	risk-integration	1	1	1	0	1.000000
dyn-timing-ledger-codex	risk-integration	1	0	0	0	n/a
dyn-gantt-window	correctness	1	2	0	2	0.000000
dyn-gantt-window-codex	correctness	1	0	0	0	n/a
