archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	4	2	0	0.500000
correctness	correctness	1	0	0	0	n/a
testing	risk-integration	1	5	1	0	0.200000
security	security	1	0	0	0	n/a
edge-cases	correctness	1	3	2	0	0.666667
plan-fidelity	architecture	1	1	0	0	0.000000
dyn-bash32	correctness	1	2	1	0	0.500000
dyn-kv-streams	risk-integration	1	2	1	0	0.500000
dyn-rehydration	correctness	1	0	0	0	n/a
dyn-pr-metrics	risk-integration	1	2	0	0	0.000000
