archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	1	1	0	1.000000
correctness	correctness	1	3	3	0	1.000000
testing	risk-integration	1	1	1	0	1.000000
security	security	1	4	2	0	0.500000
edge-cases	correctness	1	1	1	0	1.000000
plan-fidelity	architecture	1	8	7	0	0.875000
dyn-drift-guard	correctness	1	5	4	0	0.800000
dyn-step3-contract	architecture	1	4	4	0	1.000000
dyn-resume-compat	risk-integration	1	4	4	0	1.000000
dyn-shell-state	code-quality	1	3	3	0	1.000000
dyn-interactive-flow	risk-integration	1	5	3	0	0.600000
dyn-log-boundary	security	1	0	0	0	n/a
