archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	10	5	0	0.500000
correctness	correctness	1	6	5	0	0.833333
testing	risk-integration	1	5	5	0	1.000000
security	security	1	2	1	1	0.500000
edge-cases	correctness	1	8	7	1	0.875000
plan-fidelity	architecture	1	6	5	0	0.833333
dyn-ship-driver	architecture	1	3	3	0	1.000000
dyn-finalize-parity	risk-integration	1	5	4	0	0.800000
dyn-runlog-manifest	correctness	1	3	3	0	1.000000
dyn-ci-rebase	risk-integration	1	3	3	0	1.000000
dyn-cutover-docs	risk-integration	1	6	6	0	1.000000
dyn-harness-gate	code-quality	1	5	5	0	1.000000
