archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	0	1	0.000000
correctness	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	1	0	0	0.000000
dyn-doc-contract	correctness	1	2	0	2	0.000000
dyn-doc-contract-codex	correctness	1	0	0	0	n/a
dyn-rebalance-spread	correctness	1	0	0	0	n/a
dyn-rebalance-spread-codex	correctness	1	0	0	0	n/a
dyn-structured-severity	risk-integration	1	1	0	1	0.000000
dyn-structured-severity-codex	risk-integration	1	0	0	0	n/a
