archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	0	0	0	n/a
correctness	correctness	1	3	1	0	0.333333
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	7	5	0	0.714286
testing	risk-integration	1	1	1	0	1.000000
dyn-cutover-fidelity	risk-integration	1	3	1	0	0.333333
dyn-cutover-fidelity-codex	risk-integration	1	0	0	0	n/a
dyn-assert-defensive	code-quality	1	1	0	1	0.000000
dyn-assert-defensive-codex	code-quality	1	0	0	0	n/a
dyn-kv-routing-contracts	architecture	1	2	2	0	1.000000
dyn-kv-routing-contracts-codex	architecture	1	0	0	0	n/a
