v1	mark	1779648939	design	design Step 1c — questions	-	-	-	-	-	-	-	-
v1	mark	1779649100	design	design Step 1d — discussion r1	-	-	-	-	-	-	-	-
v1	mark	1779649123	design	design Step 1e — gate A	-	-	-	-	-	-	-	-
v1	mark	1779649201	design	design Step 2a — sketches	-	-	-	-	-	-	-	-
v1	mark	1779649208	design	design Step 2b — plan	-	-	-	-	-	-	-	-
v1	mark	1779649373	design	design Step 3 — plan review	-	-	-	-	-	-	-	-
v1	mark	1779649469	design	design Step 3.5 — gate B	-	-	-	-	-	-	-	-
v1	mark	1779649474	design	design Step 3b — arch diagram	-	-	-	-	-	-	-	-
v1	mark	1779649506	design	design Step 4 — rejected findings	-	-	-	-	-	-	-	-
v1	mark	1779649514	design	design Step 4b — gate C	-	-	-	-	-	-	-	-
v1	mark	1779649674	design	design Step 5 — finalize	-	-	-	-	-	-	-	-
