archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	2	1	1	0.500000
correctness	correctness	1	4	1	2	0.250000
edge-cases	correctness	1	3	0	0	0.000000
edge-cases	correctness	1	1	0	0	0.000000
testing	risk-integration	1	5	0	4	0.000000
testing	risk-integration	1	2	1	0	0.500000
dyn-cross-doc-resume-consistency	architecture	1	3	3	0	1.000000
dyn-cross-doc-resume-consistency-codex	architecture	1	0	0	0	n/a
dyn-background-contract-completeness	risk-integration	1	6	0	3	0.000000
dyn-background-contract-completeness-codex	risk-integration	1	0	0	0	n/a
