archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	3	1	2	0.333333
security	security	1	3	0	3	0.000000
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	4	3	0	0.750000
edge-cases	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	3	1	0	0.333333
testing	risk-integration	1	1	1	0	1.000000
testing	risk-integration	1	3	3	0	1.000000
dyn-cli-contract	architecture	1	3	0	2	0.000000
dyn-cli-contract-codex	architecture	1	0	0	0	n/a
dyn-regression-risk	risk-integration	1	2	0	0	0.000000
dyn-regression-risk-codex	risk-integration	1	0	0	0	n/a
