v1	mark	1779494355	design	design Step 1c — questions	-	-	-	-	-	-	-	-
v1	mark	1779494378	design	design Step 1d — discussion r1	-	-	-	-	-	-	-	-
v1	mark	1779494513	design	design Step 1e — gate A	-	-	-	-	-	-	-	-
v1	mark	1779494606	design	design Step 2a — sketches	-	-	-	-	-	-	-	-
v1	mark	1779494631	design	design Step 2b — plan	-	-	-	-	-	-	-	-
v1	mark	1779494763	design	design Step 3 — plan review	-	-	-	-	-	-	-	-
v1	mark	1779494934	design	design Step 3.5 — gate B	-	-	-	-	-	-	-	-
v1	mark	1779494988	design	design Step 3b — arch diagram	-	-	-	-	-	-	-	-
v1	mark	1779495047	design	design Step 4 — rejected findings	-	-	-	-	-	-	-	-
v1	mark	1779495052	design	design Step 4b — gate C	-	-	-	-	-	-	-	-
v1	mark	1779495104	design	design Step 5 — cleanup	-	-	-	-	-	-	-	-
