v1	mark	1779733077	design	design Step 1c — questions	-	-	-	-	-	-	-	-
v1	mark	1779733666	design	design Step 1d — discussion r1	-	-	-	-	-	-	-	-
v1	mark	1779733736	design	design Step 1e — gate A	-	-	-	-	-	-	-	-
v1	mark	1779733774	design	design Step 2a — sketches	-	-	-	-	-	-	-	-
v1	mark	1779733886	design	design Step 2b — plan	-	-	-	-	-	-	-	-
v1	mark	1779733984	design	design Step 3 — plan review	-	-	-	-	-	-	-	-
v1	mark	1779734346	design	design Step 3.5 — gate B	-	-	-	-	-	-	-	-
v1	mark	1779734613	design	design Step 3b — arch diagram	-	-	-	-	-	-	-	-
v1	mark	1779734646	design	design Step 4 — rejected findings	-	-	-	-	-	-	-	-
v1	mark	1779734655	design	design Step 4b — gate C	-	-	-	-	-	-	-	-
v1	mark	1779734704	design	design Step 5 — finalize	-	-	-	-	-	-	-	-
