archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	4	0	0	0.000000
correctness	correctness	1	2	1	0	0.500000
testing	risk-integration	1	3	1	0	0.333333
security	security	1	3	1	0	0.333333
edge-cases	correctness	1	2	1	0	0.500000
plan-fidelity	architecture	1	1	1	0	1.000000
dyn-waterfall	risk-integration	1	2	0	0	0.000000
dyn-threshold	correctness	1	3	3	0	1.000000
dyn-coverage-gate	correctness	1	2	2	0	1.000000
dyn-artifact-retention	risk-integration	1	0	0	0	n/a
dyn-prompt-context	security	1	2	2	0	1.000000
dyn-topology-sync	code-quality	1	5	0	0	0.000000
