archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	6	0	6	0.000000
security	security	1	0	0	0	n/a
correctness	correctness	1	0	0	0	n/a
correctness	correctness	1	1	0	0	0.000000
edge-cases	correctness	1	3	1	0	0.333333
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	7	0	7	0.000000
testing	risk-integration	1	0	0	0	n/a
dyn-telemetry-attribution	risk-integration	1	1	1	0	1.000000
dyn-telemetry-attribution-codex	risk-integration	1	0	0	0	n/a
dyn-runlog-retention	security	1	0	0	0	n/a
dyn-runlog-retention-codex	security	1	0	0	0	n/a
dyn-ci-state-machine	correctness	1	0	0	0	n/a
dyn-ci-state-machine-codex	correctness	1	0	0	0	n/a
