archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	2	1	0	0.500000
edge-cases	correctness	1	2	1	0	0.500000
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	1	1	0	1.000000
dyn-resume-state-boundary	correctness	1	3	2	0	0.666667
dyn-resume-state-boundary-codex	correctness	1	0	0	0	n/a
dyn-prompt-contract-drift	risk-integration	1	3	3	0	1.000000
dyn-prompt-contract-drift-codex	risk-integration	1	0	0	0	n/a
