archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	5	3	0	0.600000
correctness	correctness	1	1	0	0	0.000000
testing	risk-integration	1	6	6	0	1.000000
security	security	1	5	0	5	0.000000
edge-cases	correctness	1	7	7	0	1.000000
plan-fidelity	architecture	1	3	2	0	0.666667
dyn-waterfall	risk-integration	1	4	4	0	1.000000
dyn-thresholds	correctness	1	3	3	0	1.000000
dyn-promptctx	security	1	0	0	0	n/a
dyn-artifacts	risk-integration	1	2	2	0	1.000000
dyn-runlogs	risk-integration	1	0	0	0	n/a
