archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	3	0	1	0.000000
correctness	correctness	1	2	2	0	1.000000
edge-cases	correctness	1	3	0	1	0.000000
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	2	0	2	0.000000
testing	risk-integration	1	1	1	0	1.000000
dyn-clarify-parity	correctness	1	1	0	0	0.000000
dyn-clarify-parity-codex	correctness	1	0	0	0	n/a
dyn-wrapper-surface	risk-integration	1	2	0	2	0.000000
dyn-wrapper-surface-codex	risk-integration	1	0	0	0	n/a
