archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	6	2	0	0.333333
correctness	correctness	1	4	2	0	0.500000
testing	risk-integration	1	5	4	0	0.800000
security	security	1	3	1	0	0.333333
edge-cases	correctness	1	1	1	0	1.000000
plan-fidelity	architecture	1	5	2	0	0.400000
dyn-waterfall-state-machine	correctness	3	2	1	0	0.500000
dyn-temp-file-lifecycle	code-quality	2	1	1	0	1.000000
dyn-argv-materialization	correctness	2	1	1	0	1.000000
dyn-harness-codex-stub-gap	risk-integration	2	1	1	0	1.000000
