archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	0	0	0	n/a
correctness	correctness	1	1	0	0	0.000000
edge-cases	correctness	1	1	0	1	0.000000
edge-cases	correctness	1	2	0	1	0.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
dyn-secret-counts	risk-integration	1	2	0	1	0.000000
dyn-secret-counts-codex	risk-integration	1	0	0	0	n/a
dyn-continuation-warnings	correctness	1	0	0	0	n/a
dyn-continuation-warnings-codex	correctness	1	0	0	0	n/a
dyn-prune-tokenizer	correctness	1	0	0	0	n/a
dyn-prune-tokenizer-codex	correctness	1	0	0	0	n/a
