archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	4	3	0	0.750000
correctness	correctness	1	0	0	0	n/a
testing	risk-integration	1	1	1	0	1.000000
security	security	1	0	0	0	n/a
edge-cases	correctness	1	0	0	0	n/a
plan-fidelity	architecture	1	1	1	0	1.000000
dyn-retry-logic	correctness	1	0	0	0	n/a
dyn-signature-ordering	correctness	1	0	0	0	n/a
dyn-test-count-assertions	correctness	1	0	0	0	n/a
dyn-harness-isolation	correctness	1	0	0	0	n/a
