archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	5	1	4	0.200000
correctness	correctness	1	1	0	0	0.000000
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	1	0	0	0.000000
testing	risk-integration	1	1	1	0	1.000000
testing	risk-integration	1	1	0	1	0.000000
dyn-straggler-timing	architecture	1	3	0	3	0.000000
dyn-straggler-timing-codex	architecture	1	0	0	0	n/a
dyn-dedup-key-fidelity	correctness	1	5	1	4	0.200000
dyn-dedup-key-fidelity-codex	correctness	1	0	0	0	n/a
dyn-paths-file-contract	risk-integration	1	4	0	4	0.000000
dyn-paths-file-contract-codex	risk-integration	1	0	0	0	n/a
