archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	5	4	0	0.800000
correctness	correctness	1	5	4	0	0.800000
testing	risk-integration	1	7	7	0	1.000000
security	security	1	11	0	11	0.000000
edge-cases	correctness	1	5	5	0	1.000000
plan-fidelity	architecture	1	7	7	0	1.000000
dyn-timing-json	correctness	1	4	4	0	1.000000
dyn-round-handoff	risk-integration	1	5	5	0	1.000000
dyn-tally-parsers	correctness	1	3	2	0	0.666667
dyn-publish-artifacts	risk-integration	1	5	5	0	1.000000
dyn-bash-compat	code-quality	1	4	3	0	0.750000
