archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	5	3	0	0.600000
correctness	correctness	1	3	3	0	1.000000
testing	risk-integration	1	7	7	0	1.000000
security	security	1	3	1	0	0.333333
edge-cases	correctness	1	5	5	0	1.000000
plan-fidelity	architecture	1	3	3	0	1.000000
dyn-bash-flow	correctness	1	2	2	0	1.000000
dyn-fd-routing	risk-integration	1	1	1	0	1.000000
dyn-tail-redaction	security	1	2	2	0	1.000000
dyn-ci-waterfall	architecture	1	0	0	0	n/a
dyn-cleanup-retention	correctness	1	1	1	0	1.000000
dyn-fixture-isolation	risk-integration	1	5	4	0	0.800000
