archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	6	3	0	0.500000
correctness	correctness	1	1	1	0	1.000000
testing	risk-integration	1	8	7	0	0.875000
security	security	1	4	0	0	0.000000
edge-cases	correctness	1	8	4	0	0.500000
plan-fidelity	architecture	1	4	3	0	0.750000
dyn-bash-compat	correctness	1	1	1	0	1.000000
dyn-quiet-kv-capture	correctness	1	0	0	0	n/a
dyn-cursor-write-ordering	correctness	1	0	0	0	n/a
dyn-assessor-stop-path	architecture	1	3	3	0	1.000000
