archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	0	0	0	n/a
security	security	1	0	0	0	n/a
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	1	0	1	0.000000
edge-cases	correctness	1	4	2	1	0.500000
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	3	2	1	0.666667
testing	risk-integration	1	1	1	0	1.000000
dyn-orchestrator	architecture	1	5	2	2	0.400000
dyn-orchestrator-codex	architecture	1	0	0	0	n/a
dyn-artifact-state	risk-integration	1	3	1	1	0.333333
dyn-artifact-state-codex	risk-integration	1	0	0	0	n/a
