plan-arch	codex-plan-arch	codex	<TMPDIR>/codex-primary-plan-arch-output.txt	ok
plan-edge	codex-plan-edge	codex	<TMPDIR>/codex-primary-plan-edge-output.txt	ok
plan-innovation	cursor-plan-innovation	cursor	<TMPDIR>/cursor-plan-innovation-output.txt	ok
plan-innovation	codex-plan-innovation	codex	<TMPDIR>/codex-primary-plan-innovation-output.txt	ok
plan-pragmatic	cursor-plan-pragmatic	cursor	<TMPDIR>/cursor-plan-pragmatic-output.txt	ok
plan-pragmatic	codex-plan-pragmatic	codex	<TMPDIR>/codex-primary-plan-pragmatic-output.txt	ok
plan-requirements	cursor-plan-requirements	cursor	<TMPDIR>/cursor-plan-requirements-output.txt	ok
plan-requirements	codex-plan-requirements	codex	<TMPDIR>/codex-primary-plan-requirements-output.txt	ok
plan-dyn-test-stub-infra	dyn-codex-plan-test-stub-infra	codex	<TMPDIR>/codex-primary-plan-dyn-test-stub-infra-output.txt	ok
plan-dyn-orphan-reference	dyn-cursor-plan-orphan-reference	cursor	<TMPDIR>/cursor-plan-dyn-orphan-reference-output.txt	ok
plan-dyn-orphan-reference	dyn-codex-plan-orphan-reference	codex	<TMPDIR>/codex-primary-plan-dyn-orphan-reference-output.txt	ok
plan-arch	cursor-plan-arch	codex	<TMPDIR>/cursor-plan-arch-output.txt	reused	codex-plan-arch
plan-edge	cursor-plan-edge	codex	<TMPDIR>/cursor-plan-edge-output.txt	reused	codex-plan-edge
plan-dyn-test-stub-infra	dyn-cursor-plan-test-stub-infra	codex	<TMPDIR>/cursor-plan-dyn-test-stub-infra-output.txt	reused	dyn-codex-plan-test-stub-infra
