archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	4	4	0	1.000000
correctness	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	2	2	0	1.000000
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	4	3	1	0.750000
testing	risk-integration	1	1	1	0	1.000000
dyn-step5c-contract	correctness	1	0	0	0	n/a
dyn-step5c-contract-codex	correctness	1	0	0	0	n/a
dyn-publish-rcs	risk-integration	1	1	1	0	1.000000
dyn-publish-rcs-codex	risk-integration	1	0	0	0	n/a
dyn-harness-scope	code-quality	1	4	4	0	1.000000
dyn-harness-scope-codex	code-quality	1	0	0	0	n/a
