archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	2	0	1	0.000000
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
generic	code-quality	1	0	0	0	n/a
dyn-dyn-dispatch-roles	correctness	1	1	0	1	0.000000
dyn-dyn-dispatch-roles-codex	correctness	1	0	0	0	n/a
dyn-dyn-composite-skips	risk-integration	1	0	0	0	n/a
dyn-dyn-composite-skips-codex	risk-integration	1	0	0	0	n/a
