archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	2	2	0	1.000000
correctness	correctness	1	2	2	0	1.000000
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	1	1	0	1.000000
testing	risk-integration	1	2	2	0	1.000000
dyn-dyn-calibration-corpus	correctness	1	2	2	0	1.000000
dyn-dyn-calibration-corpus-codex	correctness	1	0	0	0	n/a
dyn-dyn-waterfall-prompts	risk-integration	1	1	1	0	1.000000
dyn-dyn-waterfall-prompts-codex	risk-integration	1	0	0	0	n/a
dyn-dyn-prompt-feedback	code-quality	1	2	1	1	0.500000
dyn-dyn-prompt-feedback-codex	code-quality	1	0	0	0	n/a
