archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	6	5	0	0.833333
correctness	correctness	1	1	1	0	1.000000
testing	risk-integration	1	6	5	0	0.833333
security	security	1	2	2	0	1.000000
edge-cases	correctness	1	1	1	0	1.000000
plan-fidelity	architecture	1	1	1	0	1.000000
dyn-state-machine	architecture	1	3	3	0	1.000000
dyn-shell-contract	correctness	1	2	2	0	1.000000
dyn-drift-fence	correctness	1	4	2	0	0.500000
dyn-prompt-sync	risk-integration	1	7	7	0	1.000000
dyn-artifact-boundary	security	1	2	2	0	1.000000
