cursor-plan-arch	Cursor-Arch
codex-plan-arch	Codex-Arch
cursor-plan-innovation	Cursor-Innovation
codex-plan-innovation	Codex-Innovation
cursor-plan-pragmatic	Cursor-Pragmatic
codex-plan-pragmatic	Codex-Pragmatic
cursor-plan-requirements	Cursor-Requirements
codex-plan-requirements	Codex-Requirements
dyn-cursor-plan-token-rename-cascade	Cursor-dyn-token-rename-cascade
dyn-codex-plan-token-rename-cascade	Codex-dyn-token-rename-cascade
dyn-cursor-plan-delete-unwire-completeness	Cursor-dyn-delete-unwire-completeness
dyn-codex-plan-delete-unwire-completeness	Codex-dyn-delete-unwire-completeness
