archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	3	2	1	0.666667
correctness	correctness	1	2	2	0	1.000000
edge-cases	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	3	3	0	1.000000
testing	risk-integration	1	1	1	0	1.000000
dyn-parity	correctness	1	2	0	2	0.000000
dyn-parity-codex	correctness	1	0	0	0	n/a
dyn-output-routing	architecture	1	1	1	0	1.000000
dyn-output-routing-codex	architecture	1	0	0	0	n/a
dyn-harness-integration	risk-integration	1	2	0	2	0.000000
dyn-harness-integration-codex	risk-integration	1	0	0	0	n/a
