archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	8	4	1	0.500000
correctness	correctness	1	6	3	0	0.500000
testing	risk-integration	1	1	1	0	1.000000
security	security	1	1	1	0	1.000000
edge-cases	correctness	1	7	4	1	0.571429
plan-fidelity	architecture	1	8	6	0	0.750000
dyn-scope-anchor-flow	architecture	1	4	2	0	0.500000
dyn-marker-pipeline	correctness	1	3	2	1	0.666667
dyn-prompt-boundaries	security	1	3	2	0	0.666667
dyn-env-handoff	risk-integration	1	4	3	0	0.750000
dyn-bash-portability	code-quality	1	4	0	0	0.000000
dyn-run-summary-metrics	risk-integration	1	3	1	0	0.333333
