archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	5	2	0	0.400000
correctness	correctness	1	2	1	0	0.500000
testing	risk-integration	1	4	4	0	1.000000
security	security	1	2	0	0	0.000000
edge-cases	correctness	1	3	2	0	0.666667
plan-fidelity	architecture	1	3	3	0	1.000000
dyn-publish-flow	correctness	1	2	1	0	0.500000
dyn-repo-binding	security	1	1	1	0	1.000000
dyn-resume-recovery	risk-integration	1	0	0	0	n/a
dyn-summary-contracts	risk-integration	1	3	3	0	1.000000
