archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	3	1	0	0.333333
correctness	correctness	1	1	0	0	0.000000
testing	risk-integration	1	1	1	0	1.000000
security	security	1	1	0	1	0.000000
edge-cases	correctness	1	0	0	0	n/a
plan-fidelity	architecture	1	2	1	0	0.500000
dyn-timing-env	risk-integration	1	0	0	0	n/a
dyn-report-tokens	correctness	1	0	0	0	n/a
dyn-step2-contract	architecture	1	1	0	0	0.000000
dyn-presence-gate	risk-integration	1	2	1	0	0.500000
dyn-bash-portability	code-quality	1	0	0	0	n/a
