archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	4	3	1	0.750000
correctness	correctness	1	2	2	0	1.000000
edge-cases	correctness	1	4	3	0	0.750000
edge-cases	correctness	1	2	2	0	1.000000
testing	risk-integration	1	2	0	0	0.000000
testing	risk-integration	1	1	1	0	1.000000
dyn-oos-retry	correctness	1	3	3	0	1.000000
dyn-oos-retry-codex	correctness	1	0	0	0	n/a
dyn-runlog-step9a1	risk-integration	1	2	1	0	0.500000
dyn-runlog-step9a1-codex	risk-integration	1	0	0	0	n/a
dyn-design-wrapper	correctness	1	1	1	0	1.000000
dyn-design-wrapper-codex	correctness	1	0	0	0	n/a
