archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	5	4	0	0.800000
correctness	correctness	1	2	2	0	1.000000
testing	risk-integration	1	5	2	0	0.400000
security	security	1	0	0	0	n/a
edge-cases	correctness	1	4	3	0	0.750000
plan-fidelity	architecture	1	1	1	0	1.000000
dyn-shell-portability	code-quality	1	0	0	0	n/a
dyn-state-handshake	risk-integration	1	2	2	0	1.000000
dyn-audit-trail	risk-integration	1	1	1	0	1.000000
dyn-fixture-realism	correctness	1	3	2	0	0.666667
