archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	3	0	3	0.000000
correctness	correctness	1	4	1	3	0.250000
edge-cases	correctness	1	1	0	1	0.000000
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	3	0	2	0.000000
testing	risk-integration	1	0	0	0	n/a
dyn-drafter-argv	correctness	1	0	0	0	n/a
dyn-drafter-argv-codex	correctness	1	0	0	0	n/a
dyn-diagnostics-parity	risk-integration	1	0	0	0	n/a
dyn-diagnostics-parity-codex	risk-integration	1	0	0	0	n/a
