archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	6	5	1	0.833333
correctness	correctness	1	6	5	0	0.833333
edge-cases	correctness	1	7	7	0	1.000000
edge-cases	correctness	1	6	5	0	0.833333
testing	risk-integration	1	4	3	1	0.750000
testing	risk-integration	1	3	3	0	1.000000
dyn-architecture	architecture	1	6	4	2	0.666667
dyn-architecture-codex	architecture	1	0	0	0	n/a
dyn-cutover-completeness	risk-integration	1	2	0	2	0.000000
dyn-cutover-completeness-codex	risk-integration	1	0	0	0	n/a
dyn-contract-fidelity	code-quality	1	5	5	0	1.000000
dyn-contract-fidelity-codex	code-quality	1	0	0	0	n/a
